candidate_id	candidate_type	scope	active_file	render_kind	render_path	amount_usd	source_rows	count_semantics	source_url	source_basis	repository_row_evidence	current_exact_locations	history_exact_locations
059	large_leaf	United States	data/federal/federal-mts-agency-department-of-health-and-human-services.json	account cross-check	Department of Health and Human Services › Treasury account cross-checks › 075-1536-000 › Children and Families Services Programs, Administration for Children and Families, Health and Human Services	14804889188	27	periods_of_availability	https://fiscal.treasury.gov/system/files/files/reports-statements/combined-statement/cs2024/c16.xlsx	Exact Combined Statement net outlays by appropriation or fund account. This is a research cross-section of the same department, not another amount to add to MTS classification rows.	sourceRows_count_only	none	none
060	large_leaf	United States	data/federal/federal-mts-agency-department-of-defense-military-programs.json	account cross-check	Department of Defense--Military Programs › Treasury account cross-checks › 017-1105-000 › Military Personnel, Marine Corps	14744759153.99	7	periods_of_availability	https://fiscal.treasury.gov/system/files/files/reports-statements/combined-statement/cs2024/c13.xlsx	Exact Combined Statement net outlays by appropriation or fund account. This is a research cross-section of the same department, not another amount to add to MTS classification rows.	current_exact_rows	data/federal/federal-mts-agency-department-of-defense-military-programs.json.sourceBreakdowns[34].rows	none
061	large_leaf	United States	data/federal/federal-mts-agency-department-of-defense-military-programs.json	account cross-check	Department of Defense--Military Programs › Treasury account cross-checks › 021-2040-000 › Research, Development, Test, and Evaluation, Army	14578823956.13	15	periods_of_availability	https://fiscal.treasury.gov/system/files/files/reports-statements/combined-statement/cs2024/c13.xlsx	Exact Combined Statement net outlays by appropriation or fund account. This is a research cross-section of the same department, not another amount to add to MTS classification rows.	current_exact_rows	data/federal/federal-mts-agency-department-of-defense-military-programs.json.sourceBreakdowns[35].rows	none
062	large_leaf	United States	data/federal/federal-mts-agency-department-of-health-and-human-services.json	account cross-check	Department of Health and Human Services › Treasury account cross-checks › 075-0140-000 › Public Health and Social Services Emergency Fund, Office of the Secretary, Health and Human Services	13957632240.08	23	periods_of_availability	https://fiscal.treasury.gov/system/files/files/reports-statements/combined-statement/cs2024/c16.xlsx	Exact Combined Statement net outlays by appropriation or fund account. This is a research cross-section of the same department, not another amount to add to MTS classification rows.	sourceRows_count_only	none	none
063	large_leaf	United States	data/federal/federal-mts-agency-department-of-education.json	account cross-check	Department of Education › Treasury account cross-checks › 091-0231-000 › Federal Family Education Loan Program Account,  Education	13299696292	2	periods_of_availability	https://fiscal.treasury.gov/system/files/files/reports-statements/combined-statement/cs2024/c14.xlsx	Exact Combined Statement net outlays by appropriation or fund account. This is a research cross-section of the same department, not another amount to add to MTS classification rows.	sourceRows_count_only	none	none
064	large_leaf	United States	data/federal/federal-mts-agency-department-of-labor.json	account cross-check	Department of Labor › Treasury account cross-checks › 016-4204-000 › Pension Benefit Guaranty Corporation Fund, Pension Benefit Guaranty Corporation, Labor	11949689250.03	3	periods_of_availability	https://fiscal.treasury.gov/system/files/files/reports-statements/combined-statement/cs2024/c28.xlsx	Exact Combined Statement net outlays by appropriation or fund account. This is a research cross-section of the same department, not another amount to add to MTS classification rows.	sourceRows_count_only	none	none
065	large_leaf	United States	data/federal/federal-mts-agency-department-of-defense-military-programs.json	account cross-check	Department of Defense--Military Programs › Treasury account cross-checks › 017-1810-000 › Other Procurement, Navy	11856647957.12	9	periods_of_availability	https://fiscal.treasury.gov/system/files/files/reports-statements/combined-statement/cs2024/c13.xlsx	Exact Combined Statement net outlays by appropriation or fund account. This is a research cross-section of the same department, not another amount to add to MTS classification rows.	current_exact_rows	data/federal/federal-mts-agency-department-of-defense-military-programs.json.sourceBreakdowns[36].rows	none
066	large_leaf	United States	data/federal/federal-mts-agency-international-assistance-programs.json	account cross-check	International Assistance Programs › Treasury account cross-checks › 011-1082-000 › Foreign Military Financing Program, Funds Appropriated to the President	11581100363.66	57	periods_of_availability	https://fiscal.treasury.gov/system/files/files/reports-statements/combined-statement/cs2024/c04.xlsx	Exact Combined Statement net outlays by appropriation or fund account. This is a research cross-section of the same department, not another amount to add to MTS classification rows.	sourceRows_count_only	none	none
067	large_leaf	United States	data/federal/federal-mts-agency-department-of-justice.json	account cross-check	Department of Justice › Treasury account cross-checks › 015-0200-000 › Salaries and Expenses, Federal Bureau of Investigation, Justice	11111919870.8	20	periods_of_availability	https://fiscal.treasury.gov/system/files/files/reports-statements/combined-statement/cs2024/c25.xlsx	Exact Combined Statement net outlays by appropriation or fund account. This is a research cross-section of the same department, not another amount to add to MTS classification rows.	sourceRows_count_only	none	none
068	large_leaf	United States	data/federal/federal-mts-agency-department-of-state.json	account cross-check	Department of State › Treasury account cross-checks › 019-1031-000 › Global Health Programs, State	10848212740.67	86	periods_of_availability	https://fiscal.treasury.gov/system/files/files/reports-statements/combined-statement/cs2024/c34.xlsx	Exact Combined Statement net outlays by appropriation or fund account. This is a research cross-section of the same department, not another amount to add to MTS classification rows.	sourceRows_count_only	none	none
069	large_leaf	United States	data/federal/federal-mts-agency-department-of-state.json	account cross-check	Department of State › Treasury account cross-checks › 019-0113-000 › Diplomatic and Consular Programs, State	10401551887.12	18	periods_of_availability	https://fiscal.treasury.gov/system/files/files/reports-statements/combined-statement/cs2024/c34.xlsx	Exact Combined Statement net outlays by appropriation or fund account. This is a research cross-section of the same department, not another amount to add to MTS classification rows.	current_exact_rows	data/federal/federal-mts-agency-department-of-state.json.sourceBreakdowns[3].rows	none
070	large_leaf	United States	data/federal/federal-mts-agency-department-of-veterans-affairs.json	account cross-check	Department of Veterans Affairs › Treasury account cross-checks › 036-0152-000 › Medical Support and Compliance, Veterans Health Administration, Veterans Affairs	10371792080.8	14	periods_of_availability	https://fiscal.treasury.gov/system/files/files/reports-statements/combined-statement/cs2024/c42.xlsx	Exact Combined Statement net outlays by appropriation or fund account. This is a research cross-section of the same department, not another amount to add to MTS classification rows.	sourceRows_count_only	none	none
071	large_leaf	United States	data/federal/federal-mts-agency-department-of-health-and-human-services.json	account cross-check	Department of Health and Human Services › Treasury account cross-checks › 075-1545-000 › Payments for Foster Care and Permanency, Administration for Children and Families, Health and Human Services	10135425395.53	17	periods_of_availability	https://fiscal.treasury.gov/system/files/files/reports-statements/combined-statement/cs2024/c16.xlsx	Exact Combined Statement net outlays by appropriation or fund account. This is a research cross-section of the same department, not another amount to add to MTS classification rows.	sourceRows_count_only	none	none
072	large_leaf	United States	data/federal/federal-mts-agency-department-of-defense-military-programs.json	account cross-check	Department of Defense--Military Programs › Treasury account cross-checks › 017-1106-000 › Operation and Maintenance, Marine Corps	10000926653.87	9	periods_of_availability	https://fiscal.treasury.gov/system/files/files/reports-statements/combined-statement/cs2024/c13.xlsx	Exact Combined Statement net outlays by appropriation or fund account. This is a research cross-section of the same department, not another amount to add to MTS classification rows.	current_exact_rows	data/federal/federal-mts-agency-department-of-defense-military-programs.json.sourceBreakdowns[37].rows	none
073	large_leaf	Virginia	data/state-va/archive-state-source/state-va-dept-of-med-assistance-svcs.json	base row	Official archive › Dept of Med Assistance Svcs › Dept of Med Assistance Svcs › Dept of Med Assistance Svcs · Medicaid Program Services · CONTRACTUAL SERVICES	20825541115.81	4161	source_records	https://www.datapoint.apa.virginia.gov/dashboard.php?Page=Expenditures	official source amount	sourceRows_count_only	none	none
074	large_leaf	Virginia	data/state-va/archive-state-source/state-va-dept-of-med-assistance-svcs.json	base row	Census adjustments › Official archive · Dept of Med Assistance Svcs › Dept of Med Assistance Svcs › Dept of Med Assistance Svcs · Medicaid Program Services · CONTRACTUAL SERVICES	20825541115.81	4161	source_records	https://www.datapoint.apa.virginia.gov/dashboard.php?Page=Expenditures	official source amount	sourceRows_count_only	none	none
075	single_child	Arkansas	data/state-ar/archive-state-source/state-ar-corn-grain-sorghum-prom-bd.json	detail category	Official archive › CORN & GRAIN SORGHUM PROM BD	18947.21	12	source_records	https://www.ark.org/dfa/transparency_2024/expenditures.php?do:expenditures&tab=overview	Official source linked in the active dataset	sourceRows_count_only	none	none
076	single_child	Arkansas	data/state-ar/archive-state-source/state-ar-dept-of-health.json	detail category	Official archive › DEPT OF HEALTH	6981.03	2	source_records	https://www.ark.org/dfa/transparency_2024/expenditures.php?do:expenditures&tab=overview	Official source linked in the active dataset	sourceRows_count_only	none	none
077	single_child	Arkansas	data/state-ar/archive-state-source/state-ar-dept-of-the-military.json	detail category	Official archive › DEPT OF THE MILITARY	6977.49	2	source_records	https://www.ark.org/dfa/transparency_2024/expenditures.php?do:expenditures&tab=overview	Official source linked in the active dataset	sourceRows_count_only	none	none
078	single_child	Arkansas	data/state-ar/archive-state-source/state-ar-ar-bd-of-podiatric-medicine.json	detail category	Official archive › AR BD OF PODIATRIC MEDICINE	3950	2	source_records	https://www.ark.org/dfa/transparency_2024/expenditures.php?do:expenditures&tab=overview	Official source linked in the active dataset	sourceRows_count_only	none	none
079	single_child	Arkansas	data/state-ar/archive-state-source/state-ar-st-bd-acupuncture-rel-tech.json	detail category	Official archive › ST BD ACUPUNCTURE & REL TECH	1498.29	7	source_records	https://www.ark.org/dfa/transparency_2024/expenditures.php?do:expenditures&tab=overview	Official source linked in the active dataset	sourceRows_count_only	none	none
080	single_child	Arkansas	data/state-ar/archive-state-source/state-ar-ar-st-bd-of-athletic-training.json	detail category	Official archive › AR ST BD OF ATHLETIC TRAINING	1149.59	4	source_records	https://www.ark.org/dfa/transparency_2024/expenditures.php?do:expenditures&tab=overview	Official source linked in the active dataset	sourceRows_count_only	none	none
081	single_child	Connecticut	data/state-ct/archive-state-source/state-ct-official-source-summary.json	inline detail category	Official archive › Dept. of Labor Unemploymt Div	577570000	92	source_records	https://data.ct.gov/resource/ajdm-rvz7.json?$select=department,program,sum(amount)%20as%20amount,count(*)%20as%20records&$where=fiscal_year=2024&$group=department,program	department / agency	sourceRows_count_only	none	none
082	single_child	Connecticut	data/state-ct/archive-state-source/state-ct-official-source-summary.json	inline detail category	Official archive › CT STATE COMMUNITY COLLEGE	179434218.12	540	source_records	https://data.ct.gov/resource/ajdm-rvz7.json?$select=department,program,sum(amount)%20as%20amount,count(*)%20as%20records&$where=fiscal_year=2024&$group=department,program	department / agency	sourceRows_count_only	none	none
083	single_child	Connecticut	data/state-ct/archive-state-source/state-ct-official-source-summary.json	inline detail category	Official archive › Probate Court Administration	47582718.39	24304	source_records	https://data.ct.gov/resource/ajdm-rvz7.json?$select=department,program,sum(amount)%20as%20amount,count(*)%20as%20records&$where=fiscal_year=2024&$group=department,program	department / agency	sourceRows_count_only	none	none
084	single_child	Connecticut	data/state-ct/archive-state-source/state-ct-official-source-summary.json	inline detail category	Official archive › CT Port Authority	32827531.46	82	source_records	https://data.ct.gov/resource/ajdm-rvz7.json?$select=department,program,sum(amount)%20as%20amount,count(*)%20as%20records&$where=fiscal_year=2024&$group=department,program	department / agency	sourceRows_count_only	none	none
085	single_child	Connecticut	data/state-ct/archive-state-source/state-ct-official-source-summary.json	inline detail category	Official archive › Renters Rebate	24709747.47	45481	source_records	https://data.ct.gov/resource/ajdm-rvz7.json?$select=department,program,sum(amount)%20as%20amount,count(*)%20as%20records&$where=fiscal_year=2024&$group=department,program	department / agency	sourceRows_count_only	none	none
086	single_child	Georgia	data/state-ga/archive-state-source/state-ga-financing-and-investment-commission-georgia-state-other.json	detail category	Official archive › FINANCING AND INVESTMENT COMMISSION, GEORGIA STATE (OTHER)	1347041986.21	433	source_records	https://www.open.ga.gov/openga/payment/index	Official source linked in the active dataset	sourceRows_count_only	none	none
087	single_child	Georgia	data/state-ga/archive-state-source/state-ga-ports-authority-georgia.json	detail category	Official archive › PORTS AUTHORITY, GEORGIA	260902906.43	43	source_records	https://www.open.ga.gov/openga/payment/index	Official source linked in the active dataset	sourceRows_count_only	none	none
088	single_child	Georgia	data/state-ga/archive-state-source/state-ga-onegeorgia-authority.json	detail category	Official archive › ONEGEORGIA AUTHORITY	220961545.32	31	source_records	https://www.open.ga.gov/openga/payment/index	Official source linked in the active dataset	sourceRows_count_only	none	none
089	single_child	Georgia	data/state-ga/archive-state-source/state-ga-housing-and-finance-authority-georgia.json	detail category	Official archive › HOUSING AND FINANCE AUTHORITY, GEORGIA	80703377.91	217	source_records	https://www.open.ga.gov/openga/payment/index	Official source linked in the active dataset	sourceRows_count_only	none	none
090	single_child	Georgia	data/state-ga/archive-state-source/state-ga-teachers-retirement-system-of-georgia.json	detail category	Official archive › TEACHERS' RETIREMENT SYSTEM OF GEORGIA	49173230.43	284	source_records	https://www.open.ga.gov/openga/payment/index	Official source linked in the active dataset	sourceRows_count_only	none	none
091	single_child	Georgia	data/state-ga/archive-state-source/state-ga-workers-compensation-state-board-of.json	detail category	Official archive › WORKERS' COMPENSATION, STATE BOARD OF	36613061.4	421	source_records	https://www.open.ga.gov/openga/payment/index	Official source linked in the active dataset	sourceRows_count_only	none	none
092	single_child	Georgia	data/state-ga/archive-state-source/state-ga-employees-retirement-system-of-georgia.json	detail category	Official archive › EMPLOYEES' RETIREMENT SYSTEM OF GEORGIA	31196635.79	191	source_records	https://www.open.ga.gov/openga/payment/index	Official source linked in the active dataset	sourceRows_count_only	none	none
093	single_child	Georgia	data/state-ga/archive-state-source/state-ga-superior-court-clerks-cooperative-authority-georgia.json	detail category	Official archive › SUPERIOR COURT CLERKS' COOPERATIVE AUTHORITY, GEORGIA	24143145.23	261	source_records	https://www.open.ga.gov/openga/payment/index	Official source linked in the active dataset	sourceRows_count_only	none	none
094	single_child	Georgia	data/state-ga/archive-state-source/state-ga-stone-mountain-memorial-association.json	detail category	Official archive › STONE MOUNTAIN MEMORIAL ASSOCIATION	17316219.91	618	source_records	https://www.open.ga.gov/openga/payment/index	Official source linked in the active dataset	sourceRows_count_only	none	none
095	single_child	Georgia	data/state-ga/archive-state-source/state-ga-student-finance-commission-georgia.json	detail category	Official archive › STUDENT FINANCE COMMISSION, GEORGIA	11150499.67	141	source_records	https://www.open.ga.gov/openga/payment/index	Official source linked in the active dataset	sourceRows_count_only	none	none
096	single_child	Georgia	data/state-ga/archive-state-source/state-ga-council-of-juvenile-court-judges.json	detail category	Official archive › COUNCIL OF JUVENILE COURT JUDGES	9340909.93	194	source_records	https://www.open.ga.gov/openga/payment/index	Official source linked in the active dataset	sourceRows_count_only	none	none
097	single_child	Georgia	data/state-ga/archive-state-source/state-ga-student-finance-authority-georgia.json	detail category	Official archive › STUDENT FINANCE AUTHORITY, GEORGIA	8941154.24	153	source_records	https://www.open.ga.gov/openga/payment/index	Official source linked in the active dataset	sourceRows_count_only	none	none
098	single_child	Georgia	data/state-ga/archive-state-source/state-ga-georgia-firefighters-pension-fund.json	detail category	Official archive › GEORGIA FIREFIGHTERS' PENSION FUND	6125291.72	112	source_records	https://www.open.ga.gov/openga/payment/index	Official source linked in the active dataset	sourceRows_count_only	none	none
099	single_child	Georgia	data/state-ga/archive-state-source/state-ga-lake-lanier-islands-development-authority.json	detail category	Official archive › LAKE LANIER ISLANDS DEVELOPMENT AUTHORITY	5195551	41	source_records	https://www.open.ga.gov/openga/payment/index	Official source linked in the active dataset	sourceRows_count_only	none	none
100	single_child	Georgia	data/state-ga/archive-state-source/state-ga-foundation-for-public-education-georgia.json	detail category	Official archive › FOUNDATION FOR PUBLIC EDUCATION, GEORGIA	4997725.63	127	source_records	https://www.open.ga.gov/openga/payment/index	Official source linked in the active dataset	sourceRows_count_only	none	none
101	single_child	Georgia	data/state-ga/archive-state-source/state-ga-north-georgia-mountains-authority.json	detail category	Official archive › NORTH GEORGIA MOUNTAINS AUTHORITY	3186169.97	36	source_records	https://www.open.ga.gov/openga/payment/index	Official source linked in the active dataset	sourceRows_count_only	none	none
102	single_child	Georgia	data/state-ga/archive-state-source/state-ga-natural-resources-foundation-incorporated-georgia.json	detail category	Official archive › NATURAL RESOURCES FOUNDATION, INCORPORATED, GEORGIA	2385615.13	62	source_records	https://www.open.ga.gov/openga/payment/index	Official source linked in the active dataset	sourceRows_count_only	none	none
103	single_child	Georgia	data/state-ga/archive-state-source/state-ga-properties-commission-state.json	detail category	Official archive › PROPERTIES COMMISSION, STATE	2177587.33	41	source_records	https://www.open.ga.gov/openga/payment/index	Official source linked in the active dataset	sourceRows_count_only	none	none
104	single_child	Georgia	data/state-ga/archive-state-source/state-ga-aviation-authority-georgia.json	detail category	Official archive › AVIATION AUTHORITY, GEORGIA	1320495.83	65	source_records	https://www.open.ga.gov/openga/payment/index	Official source linked in the active dataset	sourceRows_count_only	none	none
105	single_child	Georgia	data/state-ga/archive-state-source/state-ga-sheriffs-retirement-fund-of-georgia.json	detail category	Official archive › SHERIFFS' RETIREMENT FUND OF GEORGIA	1119142.73	43	source_records	https://www.open.ga.gov/openga/payment/index	Official source linked in the active dataset	sourceRows_count_only	none	none
106	single_child	Georgia	data/state-ga/archive-state-source/state-ga-southwest-georgia-railroad-excursion-authority.json	detail category	Official archive › SOUTHWEST GEORGIA RAILROAD EXCURSION AUTHORITY	833537.27	115	source_records	https://www.open.ga.gov/openga/payment/index	Official source linked in the active dataset	sourceRows_count_only	none	none
107	single_child	Georgia	data/state-ga/archive-state-source/state-ga-commission-on-the-holocaust-georgia.json	detail category	Official archive › COMMISSION ON THE HOLOCAUST, GEORGIA	456636.49	80	source_records	https://www.open.ga.gov/openga/payment/index	Official source linked in the active dataset	sourceRows_count_only	none	none
108	single_child	Georgia	data/state-ga/archive-state-source/state-ga-economic-development-foundation-inc-georgia.json	detail category	Official archive › ECONOMIC DEVELOPMENT FOUNDATION, INC., GEORGIA	313911.5	19	source_records	https://www.open.ga.gov/openga/payment/index	Official source linked in the active dataset	sourceRows_count_only	none	none
109	single_child	Georgia	data/state-ga/archive-state-source/state-ga-tourism-foundation-georgia.json	detail category	Official archive › TOURISM FOUNDATION, GEORGIA	286091.17	13	source_records	https://www.open.ga.gov/openga/payment/index	Official source linked in the active dataset	sourceRows_count_only	none	none
110	single_child	Georgia	data/state-ga/archive-state-source/state-ga-seed-development-commission-georgia.json	detail category	Official archive › SEED DEVELOPMENT COMMISSION, GEORGIA	255718.95	11	source_records	https://www.open.ga.gov/openga/payment/index	Official source linked in the active dataset	sourceRows_count_only	none	none
111	single_child	Georgia	data/state-ga/archive-state-source/state-ga-foundation-for-public-broadcasting-in-georgia.json	detail category	Official archive › FOUNDATION FOR PUBLIC BROADCASTING IN GEORGIA	145531.61	17	source_records	https://www.open.ga.gov/openga/payment/index	Official source linked in the active dataset	sourceRows_count_only	none	none
112	single_child	Iowa	data/state-ia/archive-state-source/state-ia-ag-soybean-promotion.json	detail category	Official archive › AG- Soybean Promotion	31305503.16	13	source_records	https://idh-be.iowa.gov/api/v1/datasets/999/rows.csv	official source amount	sourceRows_count_only	none	none
113	single_child	Iowa	data/state-ia/archive-state-source/state-ia-official-source-summary.json	inline detail category	Official archive › CBC District V	23440024	4	source_records	https://data.iowa.gov/catalog/dataset/999	department / agency	sourceRows_count_only	none	none
114	single_child	Iowa	data/state-ia/archive-state-source/state-ia-official-source-summary.json	inline detail category	Official archive › Regents, Capital Expenditures	17754941.73	14	source_records	https://data.iowa.gov/catalog/dataset/999	department / agency	sourceRows_count_only	none	none
115	single_child	Iowa	data/state-ia/archive-state-source/state-ia-official-source-summary.json	inline detail category	Official archive › CBC Dictrict VI	16755370	4	source_records	https://data.iowa.gov/catalog/dataset/999	department / agency	sourceRows_count_only	none	none
116	single_child	Iowa	data/state-ia/archive-state-source/state-ia-official-source-summary.json	inline detail category	Official archive › CBC District I	16207339	4	source_records	https://data.iowa.gov/catalog/dataset/999	department / agency	sourceRows_count_only	none	none
117	single_child	Iowa	data/state-ia/archive-state-source/state-ia-official-source-summary.json	inline detail category	Official archive › CBC Dictrict II	12789649	4	source_records	https://data.iowa.gov/catalog/dataset/999	department / agency	sourceRows_count_only	none	none
118	single_child	Iowa	data/state-ia/archive-state-source/state-ia-official-source-summary.json	inline detail category	Official archive › CBC District VII	10362851	4	source_records	https://data.iowa.gov/catalog/dataset/999	department / agency	sourceRows_count_only	none	none
119	single_child	Iowa	data/state-ia/archive-state-source/state-ia-official-source-summary.json	inline detail category	Official archive › CBC District VIII	9238778	4	source_records	https://data.iowa.gov/catalog/dataset/999	department / agency	sourceRows_count_only	none	none
120	single_child	Iowa	data/state-ia/archive-state-source/state-ia-official-source-summary.json	inline detail category	Official archive › CBC District III	7710790	4	source_records	https://data.iowa.gov/catalog/dataset/999	department / agency	sourceRows_count_only	none	none
121	single_child	Iowa	data/state-ia/archive-state-source/state-ia-official-source-summary.json	inline detail category	Official archive › CBC District IV	6193805	4	source_records	https://data.iowa.gov/catalog/dataset/999	department / agency	sourceRows_count_only	none	none
122	single_child	Iowa	data/state-ia/archive-state-source/state-ia-official-source-summary.json	inline detail category	Official archive › AG- State Fair Capitals	5220238.42	5	source_records	https://data.iowa.gov/catalog/dataset/999	department / agency	sourceRows_count_only	none	none
123	single_child	Iowa	data/state-ia/archive-state-source/state-ia-ag-cattle-promotion-board.json	detail category	Official archive › AG- Cattle Promotion Board	1749513.45	8	source_records	https://idh-be.iowa.gov/api/v1/datasets/999/rows.csv	official source amount	sourceRows_count_only	none	none
124	single_child	Iowa	data/state-ia/archive-state-source/state-ia-ag-egg-council.json	detail category	Official archive › AG- Egg Council	833802.56	10	source_records	https://idh-be.iowa.gov/api/v1/datasets/999/rows.csv	official source amount	sourceRows_count_only	none	none
125	single_child	Iowa	data/state-ia/archive-state-source/state-ia-ag-turkey-marketing-council.json	detail category	Official archive › AG- Turkey Marketing Council	333466.08	12	source_records	https://idh-be.iowa.gov/api/v1/datasets/999/rows.csv	official source amount	sourceRows_count_only	none	none
126	single_child	Iowa	data/state-ia/archive-state-source/state-ia-official-source-summary.json	inline detail category	Official archive › AG- Loess Hills Soil	140161	4	source_records	https://data.iowa.gov/catalog/dataset/999	department / agency	sourceRows_count_only	none	none
127	single_child	Kansas	data/state-ks/archive-state-source/state-ks-official-source-summary.json	inline detail category	Official archive › Kansas Guardianship Program	1426456	13	source_records	https://kanview.ks.gov/DataDownload.aspx	agency/business unit	sourceRows_count_only	none	none
128	single_child	Kentucky	data/state-ky/archive-state-source/state-ky-cabinet-for-economic-development.json	detail category	Official archive › Cabinet for Economic Development	83062807.72	63	source_records	https://secure2.kentucky.gov/TransparencyWebApi/v1/SpendingAndVendorDetail?dataGroupingView=DepartmentsView&requestYear=2024&branchCode=EXEC&cabinetCode=36&departmentCode=&classCode=&objectCode=&vendorName=&beginDate=&endDate=&maxReturnRows=1&startingIndex=	Official source linked in the active dataset	sourceRows_count_only	none	none
129	single_child	Massachusetts	data/state-ma/archive-state-source/state-ma-official-source-summary.json	inline detail category	Official archive › OFFICE OF THE STATE TREASURER (OST)	3500909.86	4	source_records	https://cthru.data.socrata.com/resource/pegc-naaa.json?$select=department%2Cobject_class%2Csum%28amount%29%20as%20amount%2Ccount%28%2A%29%20as%20source_rows%2Ccount%28distinct%20vendor%29%20as%20vendors%2Ccount%28distinct%20payment_id%29%20as%20payments&$where=budget_fiscal_year%3D2024&$group=department%2Cobject_class&$order=amount%20desc&$limit=50000	department	sourceRows_count_only	none	none
130	single_child	Mississippi	data/state-ms/archive-state-source/state-ms-official-source-summary.json	inline detail category	Official archive › State General Fund	748155014.79	3	source_records	https://boe.magic.ms.gov/Transparency/AfGxfnvZ2z5Iui5E0q5kOso	agency	sourceRows_count_only	none	none
131	single_child	Mississippi	data/state-ms/archive-state-source/state-ms-official-source-summary.json	inline detail category	Official archive › Veterans' Home Purchase	40785648.5	332	source_records	https://boe.magic.ms.gov/Transparency/AfGxfnvZ2z5Iui5E0q5kOso	agency	sourceRows_count_only	none	none
132	single_child	Mississippi	data/state-ms/archive-state-source/state-ms-official-source-summary.json	inline detail category	Official archive › State District Attorneys	29969099.75	91	source_records	https://boe.magic.ms.gov/Transparency/AfGxfnvZ2z5Iui5E0q5kOso	agency	sourceRows_count_only	none	none
133	single_child	Mississippi	data/state-ms/archive-state-source/state-ms-official-source-summary.json	inline detail category	Official archive › Workers Compensation	5395548.89	159	source_records	https://boe.magic.ms.gov/Transparency/AfGxfnvZ2z5Iui5E0q5kOso	agency	sourceRows_count_only	none	none
134	single_child	Mississippi	data/state-ms/archive-state-source/state-ms-official-source-summary.json	inline detail category	Official archive › Public Service Commission	5309530.36	157	source_records	https://boe.magic.ms.gov/Transparency/AfGxfnvZ2z5Iui5E0q5kOso	agency	sourceRows_count_only	none	none
135	single_child	Mississippi	data/state-ms/archive-state-source/state-ms-official-source-summary.json	inline detail category	Official archive › Board of Contractors	4148102.56	178	source_records	https://boe.magic.ms.gov/Transparency/AfGxfnvZ2z5Iui5E0q5kOso	agency	sourceRows_count_only	none	none
136	single_child	Mississippi	data/state-ms/archive-state-source/state-ms-official-source-summary.json	inline detail category	Official archive › Board of Nursing	4102322.95	230	source_records	https://boe.magic.ms.gov/Transparency/AfGxfnvZ2z5Iui5E0q5kOso	agency	sourceRows_count_only	none	none
137	single_child	Mississippi	data/state-ms/archive-state-source/state-ms-official-source-summary.json	inline detail category	Official archive › PEER Committee	3209877.88	76	source_records	https://boe.magic.ms.gov/Transparency/AfGxfnvZ2z5Iui5E0q5kOso	agency	sourceRows_count_only	none	none
138	single_child	Mississippi	data/state-ms/archive-state-source/state-ms-official-source-summary.json	inline detail category	Official archive › Pearl River Valley Water Supp	2300000	3	source_records	https://boe.magic.ms.gov/Transparency/AfGxfnvZ2z5Iui5E0q5kOso	agency	sourceRows_count_only	none	none
139	single_child	Mississippi	data/state-ms/archive-state-source/state-ms-official-source-summary.json	inline detail category	Official archive › MS Public Utilities Staff	2023564.38	42	source_records	https://boe.magic.ms.gov/Transparency/AfGxfnvZ2z5Iui5E0q5kOso	agency	sourceRows_count_only	none	none
140	single_child	Mississippi	data/state-ms/archive-state-source/state-ms-official-source-summary.json	inline detail category	Official archive › Capital Post-Conviction Cnsl	1438509.32	124	source_records	https://boe.magic.ms.gov/Transparency/AfGxfnvZ2z5Iui5E0q5kOso	agency	sourceRows_count_only	none	none
141	single_child	Mississippi	data/state-ms/archive-state-source/state-ms-official-source-summary.json	inline detail category	Official archive › Board of Dental Examiners	1141518.14	137	source_records	https://boe.magic.ms.gov/Transparency/AfGxfnvZ2z5Iui5E0q5kOso	agency	sourceRows_count_only	none	none
142	single_child	Mississippi	data/state-ms/archive-state-source/state-ms-official-source-summary.json	inline detail category	Official archive › Charter School Authorizer Bd	1086640.77	88	source_records	https://boe.magic.ms.gov/Transparency/AfGxfnvZ2z5Iui5E0q5kOso	agency	sourceRows_count_only	none	none
143	single_child	Mississippi	data/state-ms/archive-state-source/state-ms-official-source-summary.json	inline detail category	Official archive › Comm on Judicial Performance	732057.74	74	source_records	https://boe.magic.ms.gov/Transparency/AfGxfnvZ2z5Iui5E0q5kOso	agency	sourceRows_count_only	none	none
144	single_child	Mississippi	data/state-ms/archive-state-source/state-ms-official-source-summary.json	inline detail category	Official archive › Board of Tax Appeals	630341.05	62	source_records	https://boe.magic.ms.gov/Transparency/AfGxfnvZ2z5Iui5E0q5kOso	agency	sourceRows_count_only	none	none
145	single_child	Mississippi	data/state-ms/archive-state-source/state-ms-official-source-summary.json	inline detail category	Official archive › Board of Public Accountancy	569318.62	80	source_records	https://boe.magic.ms.gov/Transparency/AfGxfnvZ2z5Iui5E0q5kOso	agency	sourceRows_count_only	none	none
146	single_child	Mississippi	data/state-ms/archive-state-source/state-ms-official-source-summary.json	inline detail category	Official archive › Board of Reg for Prof Engineer	422354.09	91	source_records	https://boe.magic.ms.gov/Transparency/AfGxfnvZ2z5Iui5E0q5kOso	agency	sourceRows_count_only	none	none
147	single_child	Mississippi	data/state-ms/archive-state-source/state-ms-official-source-summary.json	inline detail category	Official archive › Appraiser Lic and Certif Board	349169.3	93	source_records	https://boe.magic.ms.gov/Transparency/AfGxfnvZ2z5Iui5E0q5kOso	agency	sourceRows_count_only	none	none
